PLAYER NAME             KILLS   DEATHS     KDR   PLAYED WITH CHAMPION(S)
DarkSoulPrince              2        1    2.00   Amumu
Duellancer                  2        1    2.00   Warwick
EldonRoss                   2        1    2.00   Nami
ElxVelaxGuira               2        1    2.00   Nautilus
Emanon118                   2        1    2.00   Nami
FEARtheHUMPS                2        1    2.00   Zed
Fizzsokawaii                2        1    2.00   Leona
FrozenUdon                  2        1    2.00   Janna
Halifax                     2        1    2.00   Heimerdinger
HotKitchen                  2        1    2.00   Orianna
IBlameJesus                 2        1    2.00   Janna
IDeva5tationV               2        1    2.00   Lulu
KiraSC                      2        1    2.00   Bard
Loctyx                      2        1    2.00   Sejuani
MANXAK                      2        1    2.00   Cho'Gath
MastrrBates                 2        1    2.00   Braum
Nightbain                   2        1    2.00   Zac
Party4lyfe                  2        1    2.00   Kalista
QWYNG                       2        1    2.00   Blitzcrank
RagginCajun                 2        1    2.00   Nasus
RogueH                      2        1    2.00   LeeSin
RoyallyPainful              2        1    2.00   Janna
SariPotter                  2        1    2.00   Sona
Slashh                      2        1    2.00   Jinx
SnapperOfNecks              2        1    2.00   Varus
Sophicia                    2        1    2.00   Vayne
TheGreatGathby              2        1    2.00   Cho'Gath
TheHaremQueen               2        1    2.00   Cho'Gath
Toxicforlife                2        1    2.00   Gangplank
TwoXChromosomes             2        1    2.00   Nami
Verseday                    2        1    2.00   Tryndamere
Zeus97                      2        1    2.00   Thresh
avocaDOPE                   2        1    2.00   Malphite
comeonjames001              2        1    2.00   Janna
crashhammer                 2        1    2.00   Teemo
fererra                     2        1    2.00   Kog'Maw
heyyeh                      2        1    2.00   Caitlyn
iMonkeyy                    2        1    2.00   Gangplank
iamAldebaran                2        1    2.00   TwistedFate
japanjin                    2        1    2.00   Malphite
lostwoods95                 2        1    2.00   Thresh
luckyninja864               2        1    2.00   Cho'Gath
nberm21                     2        1    2.00   Sion
nizzie                      2        1    2.00   Ahri
reishak                     2        1    2.00   Warwick
shippodesuyo                2        1    2.00   Braum
slootermcgoot               2        1    2.00   Galio
sunatoru                    2        1    2.00   Lucian
tylershi                    2        1    2.00   Vayne
uTPTrollKingSin             2        1    2.00   Corki
wackawackawacka6            2        1    2.00   Leona
Johnnnnnnnny               21       11    1.91   Katarina
LordFarquad447             21       11    1.91   Katarina
ColJukem                   19       10    1.90   XinZhao
Dusansrb                   19       10    1.90   Cassiopeia
ImminentDeathz             19       10    1.90   XinZhao
Silorn                     19       10    1.90   Zed
TheBard14                  19       10    1.90   Katarina
Tsk499                     19       10    1.90   Yasuo
CainBuddy                  17        9    1.89   Zed
Furleyy                    17        9    1.89   Blitzcrank
GloriousLegacy             17        9    1.89   LeeSin
Jss                        17        9    1.89   Yasuo
LeGenDofFaSteR             17        9    1.89   Fizz
MajorItis                  17        9    1.89   Irelia
Martinsol4                 17        9    1.89   Irelia
RivenorFeeeed              17        9    1.89   Riven
Tubfart                    17        9    1.89   Volibear
709Power                   15        8    1.88   Hecarim
Ahrifordinner              15        8    1.88   LeBlanc
CrystalCaines              15        8    1.88   Jinx
Dadi                       15        8    1.88   Viktor
DeTRFEvi                   15        8    1.88   Pantheon
Ripurgutz                  15        8    1.88   Ezreal
StardustSaber              15        8    1.88   LeBlanc
acdarling                  15        8    1.88   Graves
akacorpse                  15        8    1.88   Zed
imQCiNsAnEx                15        8    1.88   Kha'Zix
kimaaaa                    15        8    1.88   Teemo
papadock                   15        8    1.88   Urgot
yaoyang                    15        8    1.88   Darius
Adamsmoka                  13        7    1.86   Pantheon
Atomize                    13        7    1.86   Fiddlesticks
BLOODBROTHERS21            13        7    1.86   Ahri
Chiefwhopaho               13        7    1.86   Teemo
Cynick                     13        7    1.86   Udyr
DibsOnVayne                13        7    1.86   Nasus, Vayne
Dilligaf17                 13        7    1.86   Jinx
Emoreg                     13        7    1.86   Pantheon
FyReKillerzZ               13        7    1.86   LeBlanc
Heroshimah                 13        7    1.86   Lucian
JonasaurusRex              13        7    1.86   Vladimir
JoshBeavers525             13        7    1.86   Katarina
Kuulash                    13        7    1.86   Diana
Mikegengsta                13        7    1.86   LeBlanc
PablowEscabarr             13        7    1.86   Diana
RoboticVtech               13        7    1.86   Viktor
SmokeDopeXX                13        7    1.86   Ezreal
grecko                     13        7    1.86   Diana
outcast                    13        7    1.86   JarvanIV
MaDEveryDay                22       12    1.83   MasterYi
senorhosh                  22       12    1.83   Brand
AIucard                    11        6    1.83   LeeSin
Akryu                      11        6    1.83   Talon
Beaverman445               11        6    1.83   Rammus
Charlesliu108              11        6    1.83   Tristana
ChinaSexyBaNana            11        6    1.83   Corki
CptPham                    11        6    1.83   Xerath
Dongweijin                 11        6    1.83   Graves
Ermad                      11        6    1.83   Sion
FDBSAGA                    11        6    1.83   Annie
FilaffleWaffle             11        6    1.83   LeeSin
FrisoH                     11        6    1.83   Darius
Jestwolf                   11        6    1.83   JarvanIV
JuiceLikeABauss            11        6    1.83   Nasus
Kryptonik                  11        6    1.83   Corki
Panzar                     11        6    1.83   Syndra
PinkKnuckle                11        6    1.83   Gnar
Popper                     11        6    1.83   Sejuani
RegrowthCuddles            11        6    1.83   Rengar
ReporTDeeZNutS             11        6    1.83   Pantheon
Revanxx                    11        6    1.83   Graves
RonGagne                   11        6    1.83   Cho'Gath
SpaghettiX                 11        6    1.83   Jinx
SummoningSeaman            11        6    1.83   Caitlyn
Synoxid3                   11        6    1.83   Caitlyn
TheOGLegend                11        6    1.83   Fizz
TwistedHaze                11        6    1.83   Corki
TwoShivPoison              11        6    1.83   Hecarim
UNHLeesin                  11        6    1.83   Morgana
Xyrun                      11        6    1.83   Swain
huntgaming5                11        6    1.83   Corki
iAlcatraz                  11        6    1.83   Draven
iRL                        11        6    1.83   Annie
kingamish                  11        6    1.83   Amumu
kylecolon29                11        6    1.83   Vi
papawoodz                  11        6    1.83   Corki
punisuke                   11        6    1.83   Viktor
ruhua88                    11        6    1.83   Malphite, Pantheon
shinj1232                  11        6    1.83   Graves
tameinparamo68             11        6    1.83   Twitch
xB3STGIRLx                 11        6    1.83   Jinx
xiaoooooo                  11        6    1.83   Shaco
zeffar                     11        6    1.83   Annie
Lynqs                      20       11    1.82   Vayne
NRGGreezus                 20       11    1.82   Yasuo
SgtMingMing                20       11    1.82   Jinx
TheBarbarian               20       11    1.82   Viktor
guardianForceX             20       11    1.82   Malphite, Zed
Jromee                     18       10    1.80   Poppy
L2TheEgit                  18       10    1.80   Twitch
Ltjk                       18       10    1.80   Jinx
WVUCouchFire               18       10    1.80   Rumble
vuu217                     18       10    1.80   Zed
xxoo527                    18       10    1.80   XinZhao
Aanntthhoonnyy              9        5    1.80   Hecarim
AnbuWrath                   9        5    1.80   Diana
BSKSEIYA07                  9        5    1.80   Quinn
Bandecko                    9        5    1.80   Kog'Maw
BlueSanta                   9        5    1.80   Vayne
Callme3603919917            9        5    1.80   Riven
Croz                        9        5    1.80   Lucian
DaTooth                     9        5    1.80   Trundle
Domonater                   9        5    1.80   Vi
EsportsYanzuWu              9        5    1.80   Annie
GamerHQRebel                9        5    1.80   Cassiopeia
GrandmaDied                 9        5    1.80   Sivir
Hawktalon                   9        5    1.80   Heimerdinger
ISAMaDGunM                  9        5    1.80   Caitlyn
JEREMYW0RST                 9        5    1.80   Sejuani
JialinTian                  9        5    1.80   Cho'Gath
KAOJebus                    9        5    1.80   Maokai
KatsuKing                   9        5    1.80   Irelia
Lilhercules                 9        5    1.80   Lissandra
MJ                          9        5    1.80   Rammus
Malthorne                   9        5    1.80   Volibear
MegaMojoMike                9        5    1.80   Jinx
Muhammad                    9        5    1.80   Pantheon
Noxshot                     9        5    1.80   Kalista
OnWater                     9        5    1.80   Malphite
Panfriedpuppies             9        5    1.80   Graves
PointDexterous              9        5    1.80   Lucian
Protoman                    9        5    1.80   Vi
PureFect                    9        5    1.80   Malphite
RivenmaniaNA                9        5    1.80   LeBlanc
SPOOKYEBOLA                 9        5    1.80   Draven
Shaman3                     9        5    1.80   Jax
SiZickness                  9        5    1.80   LeeSin
Ssquishy                    9        5    1.80   Vi
Statesalator                9        5    1.80   Quinn
SunKk                       9        5    1.80   Riven
Surza                       9        5    1.80   Skarner
TruRider4Lyfe               9        5    1.80   Garen
Tswiftqt                    9        5    1.80   Jinx
UteRaptor                   9        5    1.80   Ahri
Vie                         9        5    1.80   Katarina
Xyvic                       9        5    1.80   Katarina
Zanyism                     9        5    1.80   Ziggs
ZedLeppeIin                 9        5    1.80   Zed
blehweeee                   9        5    1.80   MasterYi
chatzgeorge                 9        5    1.80   Nasus
huanghetower                9        5    1.80   Ahri
kee1119                     9        5    1.80   JarvanIV
nirikiry77                  9        5    1.80   Wukong
numberonechino              9        5    1.80   Pantheon
oKai                        9        5    1.80   Graves
ohFaGer                     9        5    1.80   Rengar
soloFeng                    9        5    1.80   Gangplank
superajpro                  9        5    1.80   Jinx
suv702                      9        5    1.80   Annie
vroly3                      9        5    1.80   Gangplank
winnerKS                    9        5    1.80   Kalista
xChrit                      9        5    1.80   LeBlanc
PrIncessLexi               25       14    1.79   Jinx
SOGwolf                    25       14    1.79   Akali
1Olny                      16        9    1.78   Ashe
ArgoneX                    16        9    1.78   JarvanIV
Demikritos                 16        9    1.78   Sona
Dirtay                     16        9    1.78   Zed
GodlikeLucas               16        9    1.78   Ezreal
HWANISM                    16        9    1.78   Riven
JevyBear                   16        9    1.78   Tryndamere
MaIibu                     16        9    1.78   Graves
OptiimusPrime              16        9    1.78   Graves
PROSwift                   16        9    1.78   Pantheon
RapidStorms                16        9    1.78   Talon
TomoeTomoe                 16        9    1.78   Yasuo
darkblade21069             16        9    1.78   Zed
enguin                     16        9    1.78   JarvanIV
trustN0juan                16        9    1.78   Jinx
BestEvan                   21       12    1.75   Wukong
ShadowKillerQc             21       12    1.75   Amumu
SuperSpicyCurry            21       12    1.75   Vayne
AstarallKetra              14        8    1.75   Kalista
AwkwardSilence             14        8    1.75   Ashe
Blatticusmaximus           14        8    1.75   LeBlanc
CptKimchi                  14        8    1.75   Zed
Eita                       14        8    1.75   Jinx
Favourite                  14        8    1.75   Katarina
NakedBerry                 14        8    1.75   Lux
Shwindler7                 14        8    1.75   Nidalee
Sparks0219                 14        8    1.75   Vi
UncleTann                  14        8    1.75   Viktor
iamBiblical                14        8    1.75   Graves
kamisamanotamago           14        8    1.75   Volibear
300zx                       7        4    1.75   Riven
ActofLust                   7        4    1.75   Fizz
CarlistheGod                7        4    1.75   Swain
Denrior                     7        4    1.75   Ezreal
DigitalGank                 7        4    1.75   Ezreal
DistinctGravity             7        4    1.75   Varus
DroSpiffy                   7        4    1.75   Quinn
Electricals                 7        4    1.75   Irelia
ExtremeCreeper              7        4    1.75   Ahri
FALCONER                    7        4    1.75   Malzahar
FkthisSt                    7        4    1.75   Malphite
ImbaProbe                   7        4    1.75   Sivir
JaneWiggin                  7        4    1.75   TwistedFate
Jsynz                       7        4    1.75   Lissandra
Kasyr                       7        4    1.75   Garen
Lambchop88                  7        4    1.75   Malphite
LowLee                      7        4    1.75   JarvanIV
Luckyladysmiles             7        4    1.75   JarvanIV
MURR4Y                      7        4    1.75   XinZhao
MejickPuf                   7        4    1.75   Anivia
MenOfTroll                  7        4    1.75   Nidalee
MitsuruKujikawa             7        4    1.75   Jinx
Myrmaster                   7        4    1.75   Graves
NetaShin                    7        4    1.75   Annie
NgoQuyen                    7        4    1.75   Jinx
NhokMonk                    7        4    1.75   Lissandra
Noeyh                       7        4    1.75   Riven
Phillyswag1                 7        4    1.75   Jinx
Roberto0ak                  7        4    1.75   Gragas
Ryden7                      7        4    1.75   Ziggs
SirCharlesIII               7        4    1.75   Cho'Gath
SoInfected                  7        4    1.75   Malphite
Sockkeyyy                   7        4    1.75   Wukong
StraightPipedV8             7        4    1.75   Malphite
SuiNaaaa                    7        4    1.75   Irelia
Synergist1                  7        4    1.75   Ziggs
Tararaiz                    7        4    1.75   LeBlanc
TheLiberator17              7        4    1.75   Zyra
TicklemyTwwat               7        4    1.75   Brand
TomHanksinBig               7        4    1.75   Lucian
WWWWMWMWMWMWMWWW            7        4    1.75   Teemo
YBCKLin                     7        4    1.75   Annie
Zhaan                       7        4    1.75   Trundle
Zombie                      7        4    1.75   Malphite
bluemoonpike                7        4    1.75   Tryndamere
brute25                     7        4    1.75   Zac
bumbertyr                   7        4    1.75   Rengar
fatenl123                   7        4    1.75   Riven
fleshtheworld               7        4    1.75   Warwick
freelanze                   7        4    1.75   Vayne
kela808                     7        4    1.75   Orianna
loseyou                     7        4    1.75   Quinn
makimakio                   7        4    1.75   Darius
makkotz                     7        4    1.75   Swain
nonekiller                  7        4    1.75   Warwick
smokedgnu                   7        4    1.75   Ahri
tweezy2eezy                 7        4    1.75   Annie
xAngelusMortis              7        4    1.75   Lucian
HardBonez808               19       11    1.73   XinZhao
Intenttogasm               19       11    1.73   Jax, Katarina
Mcwhopper                  19       11    1.73   Vayne
XrosFusion                 19       11    1.73   Akali
podofbelugas               19       11    1.73   Gangplank
AT0wn13                    24       14    1.71   Katarina
ASouthMan                  12        7    1.71   Kassadin
AlexHundreds               12        7    1.71   Corki
AriesAries                 12        7    1.71   XinZhao
Aristathlos                12        7    1.71   Jinx
BestActorever              12        7    1.71   Sivir, Vayne
BloodFarmer                12        7    1.71   Darius
BossShox                   12        7    1.71   Orianna
CbbVince                   12        7    1.71   Talon
ChashinIn                  12        7    1.71   LeBlanc
DaWarboss                  12        7    1.71   Rengar
EdiGao                     12        7    1.71   Fiora
FuzzyPelican               12        7    1.71   Graves
GetHimNotMe                12        7    1.71   Xerath
GuiltoG                    12        7    1.71   Ezreal
Harman                     12        7    1.71   Tristana
Hobofat                    12        7    1.71   Ashe
IllegalNarcotics           12        7    1.71   Kalista
JOSHY2                     12        7    1.71   LeBlanc
JayRayme                   12        7    1.71   Vladimir
JustTheTip2012             12        7    1.71   Irelia
Kermitly                   12        7    1.71   Sivir
Kmacc                      12        7    1.71   Viktor
LyndsyFonseca              12        7    1.71   Twitch
Markeo                     12        7    1.71   Singed
Melodia                    12        7    1.71   Rek'Sai
Mindgraph                  12        7    1.71   Vladimir
NmbCao                     12        7    1.71   Quinn
Reaphr                     12        7    1.71   XinZhao
ScrodoFaggins              12        7    1.71   XinZhao
Sofy                       12        7    1.71   Fizz
Soktu                      12        7    1.71   Fizz
TexasPainTrain             12        7    1.71   Cho'Gath
ThatsCooked                12        7    1.71   Sivir
WalkwithFear               12        7    1.71   Graves
WhenSmurfsRage             12        7    1.71   Zed
blup08                     12        7    1.71   Kassadin, Zed
danfx66                    12        7    1.71   Jinx
dangleballs                12        7    1.71   Olaf
iKuratosu                  12        7    1.71   Talon
iMoberg                    12        7    1.71   Ahri
laughmaker246              12        7    1.71   Vi
m4yPlAkErNK                12        7    1.71   Jax
michael0109                12        7    1.71   Katarina
theoreo                    12        7    1.71   Nidalee
uniqueboingboing           12        7    1.71   MasterYi
Beef87                     17       10    1.70   Graves
OmnipotentBalrog           17       10    1.70   Graves
craaazymonkey              17       10    1.70   Diana
furutehanyu                17       10    1.70   Morgana
XxJaimerx                  22       13    1.69   Lux
Jimmyizundead              25       15    1.67   Kog'Maw
XxPeroxwhygenxX            20       12    1.67   Jinx
2Black4Tans                15        9    1.67   LeeSin
5hr00m5                    15        9    1.67   Shaco
AstraStardust              15        9    1.67   Jinx
BellyBow                   15        9    1.67   TwistedFate
CaptainPrice1012           15        9    1.67   MissFortune
ChiDaBian                  15        9    1.67   Brand
FishyiQv3                  15        9    1.67   Corki
ForeverPoppy               15        9    1.67   Poppy
Ghostfire721               15        9    1.67   Jinx
ImBadBanMyChamps           15        9    1.67   Jinx
JKK1812                    15        9    1.67   LeBlanc
KenseiAndrew               15        9    1.67   Jinx
LACmeet                    15        9    1.67   Garen
MazzyDizzle                15        9    1.67   Quinn
Phoenixx                   15        9    1.67   Yasuo
TacitusStrategus           15        9    1.67   Fizz
ThePoroVVarrior            15        9    1.67   Sion
dslenk                     15        9    1.67   Garen
firen                      15        9    1.67   Ezreal
gangmamber                 15        9    1.67   Hecarim
graxx                      15        9    1.67   Draven
thanksgod777               15        9    1.67   Jax
1800NIPRUBS                10        6    1.67   Caitlyn
ADCARRYSCRUBS              10        6    1.67   Draven
Ajlal                      10        6    1.67   Rammus
Austamas                   10        6    1.67   Ahri
BoneLessWing               10        6    1.67   Katarina
Bonei                      10        6    1.67   Malphite
Carrisai                   10        6    1.67   Malphite
Choppa2Tymez               10        6    1.67   Sejuani
CuBonE21                   10        6    1.67   Annie
Desertdudej                10        6    1.67   Zed
Dopy                       10        6    1.67   Graves
FukkYouLeblanc             10        6    1.67   Vladimir
GaeChoBoDa                 10        6    1.67   Ashe
GivemeFreshSoju            10        6    1.67   Annie
GreeNjaY2002               10        6    1.67   Renekton
GwiyomiAF                  10        6    1.67   Veigar
HAL2000                    10        6    1.67   Graves
HamstersOfLove             10        6    1.67   Yasuo
Helldragon666              10        6    1.67   Amumu
Hellgross                  10        6    1.67   Warwick
JohnnyDuanYu               10        6    1.67   Annie
MadV                       10        6    1.67   Jinx
Miow                       10        6    1.67   Rumble
MrDoomsday                 10        6    1.67   Maokai
N0vaKane                   10        6    1.67   Nidalee
PromoSlayerIzumi           10        6    1.67   Vayne
Pugsss                     10        6    1.67   Kalista
Rank1NA                    10        6    1.67   LeeSin
Roswai                     10        6    1.67   Lucian
SlayEverything             10        6    1.67   Graves
UnIocked                   10        6    1.67   Lucian
VegasDad                   10        6    1.67   Sivir
XDMagicCow                 10        6    1.67   Hecarim
Z0OMSALAD                  10        6    1.67   Lucian
angisa                     10        6    1.67   Sivir
bakedog                    10        6    1.67   Ashe
cataclysmike               10        6    1.67   Lux
forehandgore4              10        6    1.67   Graves
futureeeeee                10        6    1.67   Swain
hideonbushCA               10        6    1.67   Zed
jermkiller5456             10        6    1.67   Wukong
joelostjin                 10        6    1.67   Lux
omikuji                    10        6    1.67   Ashe
travvy1200                 10        6    1.67   Kayle
wonderwiezz                10        6    1.67   Nasus
xMyRulesx                  10        6    1.67   Jinx
z3r0fLiP                   10        6    1.67   Udyr
8o8waddles                  5        3    1.67   Graves
ACEMidGodKiller             5        3    1.67   Ahri
ATrueHero                   5        3    1.67   Mordekaiser
AlienChen                   5        3    1.67   Warwick
AmuSphere                   5        3    1.67   Blitzcrank
Artifel                     5        3    1.67   Ashe
BrakeCabinetY               5        3    1.67   Swain
BulkingUp                   5        3    1.67   LeBlanc
CBKSWarrior                 5        3    1.67   Nasus
CaptainEric                 5        3    1.67   LeeSin
Captainabs                  5        3    1.67   JarvanIV
ChinaSexynoob               5        3    1.67   Riven
Darmone                     5        3    1.67   Graves
DediLat                     5        3    1.67   Leona
DeepintheQueue              5        3    1.67   Cho'Gath
FacetiousDuck               5        3    1.67   Singed
Fomortiis                   5        3    1.67   Sion
FoxsaysMEW                  5        3    1.67   Nami
HashtagSeekay               5        3    1.67   Ezreal
Heraclitus                  5        3    1.67   Yasuo
Hideintoilet                5        3    1.67   Talon
Hodong                      5        3    1.67   Blitzcrank
IXITheSettlerIXI            5        3    1.67   Vladimir
Kalibu                      5        3    1.67   Lucian
KillingSpre3                5        3    1.67   Volibear
KimTaeYun                   5        3    1.67   Nocturne
LeMata                      5        3    1.67   Sejuani
LifeGuard                   5        3    1.67   JarvanIV
Liki                        5        3    1.67   Gragas
LogicSinatra                5        3    1.67   Garen
Massacre10                  5        3    1.67   Thresh
MrMofo90                    5        3    1.67   Wukong
MyFistYoureMom              5        3    1.67   Karma
Necrobiotics                5        3    1.67   Caitlyn
Neddih                      5        3    1.67   Lucian
NeutralYou                  5        3    1.67   Cho'Gath
OnlyQuadrakills             5        3    1.67   Azir
ParKyParK                   5        3    1.67   Corki
ProTargetZone               5        3    1.67   Singed
PureGold                    5        3    1.67   Blitzcrank
Redeyez930                  5        3    1.67   Sona
ShadowHelix                 5        3    1.67   Nautilus
SomeYoungGuy                5        3    1.67   Tristana
StevenYeun                  5        3    1.67   XinZhao
StunnaBlade                 5        3    1.67   Malzahar
SwordofAL                   5        3    1.67   Pantheon
TheCptRainbow               5        3    1.67   Talon
Treadstoned                 5        3    1.67   Cho'Gath
Valkurye                    5        3    1.67   Sona
VitaminEh                   5        3    1.67   Draven
Warrior4234234              5        3    1.67   Udyr
Willmatic420                5        3    1.67   Vi
Woofiter                    5        3    1.67   Dr.Mundo
WrathoftheD                 5        3    1.67   Talon
Xplayers                    5        3    1.67   Malphite
bearofpedoness              5        3    1.67   Annie
colipso                     5        3    1.67   Vayne
guywithglasses              5        3    1.67   Urgot
iLittleAngel                5        3    1.67   Teemo
iSMACKT                     5        3    1.67   Corki
irnchfjsh                   5        3    1.67   Teemo
kingofsaipan                5        3    1.67   XinZhao
lalafer                     5        3    1.67   Lux
lando206                    5        3    1.67   Morgana
llAce                       5        3    1.67   Nidalee
minion0p                    5        3    1.67   Shyvana
noisyroulette               5        3    1.67   Jax
samoht123                   5        3    1.67   Sion
soDestined                  5        3    1.67   Caitlyn
syck                        5        3    1.67   Caitlyn
trollkim                    5        3    1.67   Cassiopeia
whatnine                    5        3    1.67   Diana
yjyjyj                      5        3    1.67   Jinx
TaylorSwiftness            23       14    1.64   Urgot
MATT9911                   18       11    1.64   Garen
TheBlackestSheep           18       11    1.64   Swain
hIiMZZZED                  18       11    1.64   Zed
chaosthife                 26       16    1.62   Karthus
ASCZA                      13        8    1.62   Urgot
Arrsonic                   13        8    1.62   Darius
BayBay                     13        8    1.62   Corki
FrannyPack                 13        8    1.62   Fiora
Meckatrex                  13        8    1.62   Graves
Oaising                    13        8    1.62   Zed
PPJUSTIN                   13        8    1.62   Darius
Sammoman                   13        8    1.62   Xerath
ScarletStardust            13        8    1.62   Graves
Scythe7                    13        8    1.62   Ezreal
SisBoastMeStrong           13        8    1.62   Jinx
SolemnHawk                 13        8    1.62   Shen
ThaMasterPiff              13        8    1.62   Tryndamere
TooHamDan                  13        8    1.62   LeBlanc
Xain23                     13        8    1.62   Swain
YoungGoo                   13        8    1.62   Quinn
angelfeel                  13        8    1.62   Shaco
killinTazz                 13        8    1.62   Wukong
martin199779               13        8    1.62   Ahri
pigpig8                    13        8    1.62   Hecarim
smellyclarkson             13        8    1.62   Fizz
xUSCxCHAOSx                13        8    1.62   Vi
FUNINI                     16       10    1.60   Fiora
ISlapFUPA                  16       10    1.60   LeeSin
Ithacus                    16       10    1.60   Udyr
SupreMEBlair               16       10    1.60   Irelia, LeeSin
TheFriendlyFiend           16       10    1.60   Lissandra
Tornado                    16       10    1.60   Rengar
xTailz                     16       10    1.60   Jinx
0hsofresh                   8        5    1.60   Nocturne
Acliptos                    8        5    1.60   Nidalee
Apan                        8        5    1.60   Urgot
CALL911NA0                  8        5    1.60   Garen
CWelch28                    8        5    1.60   Malphite
CaptainMurica               8        5    1.60   Volibear
ChyaBrap                    8        5    1.60   Kalista
Consequence6                8        5    1.60   Rammus
Daksimus                    8        5    1.60   Caitlyn
DanteCross00                8        5    1.60   TwistedFate
DarkNinjaKaede              8        5    1.60   Vayne
Froztbite                   8        5    1.60   Kalista
HeavenOrHell96              8        5    1.60   Graves
IAintPerfect                8        5    1.60   Vayne
II706II                     8        5    1.60   Lissandra
Imckc                       8        5    1.60   Riven
JackRipper1up               8        5    1.60   Maokai
JohnyGamer                  8        5    1.60   Gnar
Karidos                     8        5    1.60   Tristana
Khmaraa                     8        5    1.60   Udyr
KingGeorgeous               8        5    1.60   Xerath
KonGSF                      8        5    1.60   Zed
LastCall9                   8        5    1.60   Warwick
Lionym                      8        5    1.60   Tristana
MetaHippo                   8        5    1.60   Sejuani
MySTiKZero                  8        5    1.60   Nasus
NatsuKaibutsu               8        5    1.60   Volibear
Nero                        8        5    1.60   Kennen
Nicki                       8        5    1.60   Ezreal
Panicnic                    8        5    1.60   Brand
PingTO                      8        5    1.60   Udyr
Riehper                     8        5    1.60   Sejuani
Riposte                     8        5    1.60   Shyvana
SSAranghaeyo                8        5    1.60   Ashe
SwagMuff1n                  8        5    1.60   Cho'Gath
TeezNutz                    8        5    1.60   Graves
TheKleanupguy               8        5    1.60   Shyvana
TheMothman                  8        5    1.60   Ashe
ThisGameTho                 8        5    1.60   MasterYi
Treeclimber                 8        5    1.60   Elise
Wajster                     8        5    1.60   Lucian
YBCKMax                     8        5    1.60   LeeSin
atmosphear                  8        5    1.60   LeeSin
ckguard                     8        5    1.60   Veigar
crotchpirate                8        5    1.60   Ziggs
doobies24                   8        5    1.60   Anivia
j3staG                      8        5    1.60   Kassadin
ligors9                     8        5    1.60   Sejuani
loggie14                    8        5    1.60   Vi
lung923                     8        5    1.60   LeeSin
marveli                     8        5    1.60   Lulu
moccosone                   8        5    1.60   Tryndamere
motherlicker69              8        5    1.60   Lucian
neamon                      8        5    1.60   Vi
reckern                     8        5    1.60   LeeSin
ruiner                      8        5    1.60   Zed
siliky                      8        5    1.60   Warwick
sunnyL                      8        5    1.60   Ahri
tuungg                      8        5    1.60   Graves
uplusfive                   8        5    1.60   Diana
xMawshx                     8        5    1.60   Nautilus
TopMeCarryAll              19       12    1.58   Caitlyn
NBJerry                    22       14    1.57   Tryndamere
AttackonYasuo              11        7    1.57   Lux
Austria                    11        7    1.57   Cho'Gath
BananaxChocolate           11        7    1.57   Sivir
BestBrandsupNa             11        7    1.57   LeeSin
CuteAngelGirl              11        7    1.57   Jinx
DaarkHeart                 11        7    1.57   Graves
DivingSE                   11        7    1.57   Vayne
FaVeStiMa                  11        7    1.57   Blitzcrank
FukurouHoHo                11        7    1.57   Graves
Grevier                    11        7    1.57   Varus
IAmTooSexyy                11        7    1.57   Draven
Ichigo                     11        7    1.57   MasterYi
Icymphonica                11        7    1.57   Vayne
Jarecom                    11        7    1.57   Vayne
KingPockey                 11        7    1.57   Zed
Leprechaunshots            11        7    1.57   Varus
Mackwo                     11        7    1.57   Draven
Naphconzz                  11        7    1.57   Vel'Koz
NoobsDeadAgain             11        7    1.57   Jinx
Nrayjed                    11        7    1.57   Kha'Zix
Nyamka0323                 11        7    1.57   Yasuo
PortIandia                 11        7    1.57   Vayne
ResumeGame                 11        7    1.57   MasterYi
Revolver                   11        7    1.57   Zed
SamuraiBubbie              11        7    1.57   LeBlanc
Shavark                    11        7    1.57   Annie
Spoonfull                  11        7    1.57   Sivir
SuperFireRice              11        7    1.57   LeeSin
Sylphs                     11        7    1.57   Nidalee
TheMotherofLoL             11        7    1.57   Sivir
WinteI                     11        7    1.57   Vayne
battousai2500              11        7    1.57   Sion
binkeith                   11        7    1.57   XinZhao
cooolbite                  11        7    1.57   Irelia
devilcharles               11        7    1.57   Sivir
fallenhelos                11        7    1.57   Vayne
jockerZK                   11        7    1.57   Graves
keysoz                     11        7    1.57   Kennen
lVashl                     11        7    1.57   Vladimir
llZONEll                   11        7    1.57   Katarina
mcnutty4life               11        7    1.57   Corki
newbi                      11        7    1.57   Orianna
raaaPemOmSIrL              11        7    1.57   Twitch
taztouzz                   11        7    1.57   Swain
teeeHEEHEE                 11        7    1.57   Amumu
yankeegame                 11        7    1.57   Graves
09121993                   14        9    1.56   Irelia
ArtistJesse                14        9    1.56   Pantheon
Belliferous                14        9    1.56   Zed
Exccelcior                 14        9    1.56   Trundle
Flip07                     14        9    1.56   Lucian
HughGeorgie41              14        9    1.56   Morgana, Sejuani
Tallnattyrich              14        9    1.56   Tristana
ThePinkPony                14        9    1.56   Vi
Tjej                       14        9    1.56   Cho'Gath
Zeta35                     14        9    1.56   Graves
ZouYaZou                   14        9    1.56   Sivir
archfiend23                14        9    1.56   Tryndamere
bluebeams                  14        9    1.56   Volibear
bowman21                   14        9    1.56   Fizz
hootanani                  14        9    1.56   Darius
Darvund                    17       11    1.55   Vi
MrPeaches93                17       11    1.55   Heimerdinger
Notebookpaper              17       11    1.55   Zed
VitaminNick                17       11    1.55   Vi
