PLAYER NAME             KILLS   DEATHS     KDR   PLAYED WITH CHAMPION(S)
Vertix                      9        8    1.12   Nasus
XBirdMan                    9        8    1.12   Quinn
arroGantt                   9        8    1.12   Caitlyn
billyobrien                 9        8    1.12   Zed
capdis                      9        8    1.12   Yorick
christian322504             9        8    1.12   Caitlyn
gl0ckness                   9        8    1.12   Jinx
hartag                      9        8    1.12   Nasus
horace1993                  9        8    1.12   Diana
nGeNiUs                     9        8    1.12   Fiddlesticks
pingpong66                  9        8    1.12   Vayne
sliceNdice666               9        8    1.12   Nidalee
theNEWeraBA                 9        8    1.12   Cassiopeia
vocabularry                 9        8    1.12   Ahri
19TheEnd91                 10        9    1.11   Vayne
1R0N1C                     10        9    1.11   XinZhao
BIGLONGGodlikeJJ           10        9    1.11   Yasuo
BeautifulNamja             10        9    1.11   Gragas
CNCJungle                  10        9    1.11   Fiora
Cloud69                    10        9    1.11   Ziggs
EvilAcidShark              10        9    1.11   Vi
FlowJob                    10        9    1.11   Renekton
Hebs                       10        9    1.11   Fiddlesticks
HereToRegulate             10        9    1.11   Tristana
IAMINSANER                 10        9    1.11   Hecarim
KPGeminiKing               10        9    1.11   Malzahar
KungFuFryRice              10        9    1.11   Lux
LordIblis                  10        9    1.11   Annie
LuxuryRealm                10        9    1.11   Jinx
MegaSnake                  10        9    1.11   Evelynn
ONorOFF                    10        9    1.11   Caitlyn
Peachfuzzz                 10        9    1.11   LeBlanc
PegaMegaHunga              10        9    1.11   Kha'Zix
Quickdraws                 10        9    1.11   Sejuani
RestInPeaches              10        9    1.11   Veigar
SaveTheFlavor              10        9    1.11   Darius
SenpaiDraven               10        9    1.11   Draven
VanBrody                   10        9    1.11   Caitlyn
Yaos                       10        9    1.11   Jinx
Z4Ziconic                  10        9    1.11   Lucian
Zigzagzombie               10        9    1.11   Fizz
neonorange46               10        9    1.11   Twitch
xcream12                   10        9    1.11   Zed
yoitsjared                 10        9    1.11   Tristana
z0mgdie                    10        9    1.11   Ahri
14maxx14                   11       10    1.10   Rengar
ASANES                     11       10    1.10   LeBlanc
Adieu                      11       10    1.10   Annie
AsheToMalphbaby            11       10    1.10   TwistedFate
Bielski                    11       10    1.10   Viktor
CarbonFiber                11       10    1.10   Jinx
Cryptonok                  11       10    1.10   Jinx
DANANABATMAN               11       10    1.10   Cassiopeia
Deadlylonewolf90           11       10    1.10   Garen
Fulltiltboogie85           11       10    1.10   Veigar
Izmar                      11       10    1.10   Teemo
JIANANAZL                  11       10    1.10   LeBlanc
JustTooLucky               11       10    1.10   Irelia
MorphingWarlock            11       10    1.10   MasterYi
NoPersona                  11       10    1.10   Diana
RangTchu                   11       10    1.10   Katarina
RiskerII                   11       10    1.10   XinZhao
Saverenty                  11       10    1.10   Sion
ShadowmiIk                 11       10    1.10   Ezreal
Sintoki                    11       10    1.10   Brand
TheFourth                  11       10    1.10   Brand
TyranBan                   11       10    1.10   Morgana
Ykillme9001                11       10    1.10   Amumu
YouthCriminal              11       10    1.10   Swain
bunniiie                   11       10    1.10   Lissandra
easterkille                11       10    1.10   LeeSin
iIImatic                   11       10    1.10   Lucian
iPuIsewater                11       10    1.10   Zed
jobreeezy                  11       10    1.10   Katarina
ooPissant                  11       10    1.10   Tristana
rik1314                    11       10    1.10   Zed
tinsoilder3                11       10    1.10   Varus
xDiamondHeartx             11       10    1.10   Vayne
ywphoenix                  11       10    1.10   Swain
BiggestBicepsNA            12       11    1.09   Draven
BlacknoahD                 12       11    1.09   Kalista
Coyote898                  12       11    1.09   Vayne
DAFONZER                   12       11    1.09   Annie
DarknesssBlack             12       11    1.09   Darius
Fantasy                    12       11    1.09   Kalista
IwanttobeaLemon            12       11    1.09   Shyvana
Kickyaface                 12       11    1.09   Ahri
LEXMM                      12       11    1.09   Fiddlesticks
LegendarySupport           12       11    1.09   Ashe
Pr0to                      12       11    1.09   Jinx
Skandinavia                12       11    1.09   Ashe
Slypoos                    12       11    1.09   Swain
TimAsia1996                12       11    1.09   Amumu
Vayner                     12       11    1.09   Vayne
willyrin                   12       11    1.09   Draven
Alexiterio                 13       12    1.08   Malzahar
CloaknDaggerV              13       12    1.08   Vayne
HOTNaDa                    13       12    1.08   Corki
HyperElite                 13       12    1.08   Ezreal
KaReeMoSHoWt               13       12    1.08   Fizz
KoreanToys                 13       12    1.08   Graves
LoveYYW                    13       12    1.08   Nidalee
Namelessssssss             13       12    1.08   Lissandra
TheKingWalrus200           13       12    1.08   Graves
helnam                     13       12    1.08   Quinn
notrealgoxu                13       12    1.08   Kalista
DrGodPhillPR               14       13    1.08   Fizz
ERAQAQAQAR                 14       13    1.08   Ezreal
ILegend34                  14       13    1.08   Ashe
Langooo                    14       13    1.08   TwistedFate
TevinBeatz                 14       13    1.08   Heimerdinger
Vervalser                  14       13    1.08   Darius
Waldoqq                    14       13    1.08   TwistedFate
chouchou28                 14       13    1.08   Jayce
nursanator                 14       13    1.08   Malphite
tyorio                     14       13    1.08   Annie
BlueColtX                  15       14    1.07   Jinx
summerYo                   15       14    1.07   Caitlyn
JEP36ROX                   16       15    1.07   Ezreal
sixGoding                  16       15    1.07   Sivir
buttercup49                17       16    1.06   Brand
iQcatalyst                 16       16    1.00   Ashe
Chaneke                    15       15    1.00   Blitzcrank, Quinn
PlayaPeaimp                15       15    1.00   Kassadin
SackxDLunch                15       15    1.00   Kalista
pupkinslarer               15       15    1.00   Vladimir
BUoblitorator              14       14    1.00   Volibear
CHMSY                      14       14    1.00   Katarina
CheefSweetLeef             14       14    1.00   XinZhao
Dasher61                   14       14    1.00   Twitch
GDPvsGSC                   14       14    1.00   Tryndamere
KillaRade                  14       14    1.00   TwistedFate
PhantomPickle              14       14    1.00   Talon
DFFANG                     13       13    1.00   Ashe
DJBeargravy                13       13    1.00   Shyvana
DOMINUZZ                   13       13    1.00   Viktor
GalacticBooty              13       13    1.00   Jax
ck4444                     13       13    1.00   Nasus
Anderbudd                  12       12    1.00   MissFortune
FortisNazra                12       12    1.00   Nidalee
Krogothic                  12       12    1.00   Ziggs
Myogenetic                 12       12    1.00   Jinx
OhSoDicey                  12       12    1.00   Caitlyn
SoldierOfTheSeas           12       12    1.00   Garen
VayneTrain                 12       12    1.00   Jinx
dogbblengendary            12       12    1.00   Riven
littlenightmare2           12       12    1.00   Kassadin
ohyes7                     12       12    1.00   MasterYi
0kami                      11       11    1.00   Cassiopeia
ChallenJer                 11       11    1.00   Volibear
DopDop                     11       11    1.00   Vladimir
IenjoyDirty                11       11    1.00   Xerath
KKK666                     11       11    1.00   Lux
KeiKurono89                11       11    1.00   Jinx
KimJongHungggg             11       11    1.00   Graves
KingMillan                 11       11    1.00   Graves
LOVETheRaining             11       11    1.00   Maokai
MessiahXY                  11       11    1.00   Poppy
PhenomenaJQ                11       11    1.00   Pantheon
RollingRacoon              11       11    1.00   Jax
RylieG                     11       11    1.00   Gnar
SecSch                     11       11    1.00   Fiora
Shadow9112283              11       11    1.00   Jinx
SkyisTony                  11       11    1.00   XinZhao
Thalenas                   11       11    1.00   Diana
Xeroxxfox                  11       11    1.00   Sion
YAYCOMMUNISM               11       11    1.00   Wukong
argaw                      11       11    1.00   Bard
chpbuddy                   11       11    1.00   Graves
19900321                   10       10    1.00   Warwick
6buqi                      10       10    1.00   Lux
Areily                     10       10    1.00   Jinx
DeathBlazer                10       10    1.00   Ahri
Diamondude                 10       10    1.00   Pantheon
Domzeng                    10       10    1.00   Darius
Emperadorrr                10       10    1.00   MasterYi
EpicNoodleKid              10       10    1.00   Graves
Expressive                 10       10    1.00   Sivir
FalseAwakening             10       10    1.00   Draven
FruityFunCake              10       10    1.00   Warwick
GTRS4LIFE                  10       10    1.00   Jinx
HendryLI                   10       10    1.00   Talon
HiimHydrra                 10       10    1.00   Draven
Kevinyyc                   10       10    1.00   Riven
Lorgan90                   10       10    1.00   Ahri
MrOllDay                   10       10    1.00   Volibear
ORION85                    10       10    1.00   Mordekaiser
OhSoDaft                   10       10    1.00   Nidalee
Protisimulator             10       10    1.00   Teemo
Shelkofsky                 10       10    1.00   Katarina
Trox177                    10       10    1.00   Riven
Unholyskorn                10       10    1.00   MissFortune
clmtgayshark               10       10    1.00   Caitlyn
kidcuddler                 10       10    1.00   Ahri
llLaDonll                  10       10    1.00   Ezreal
michaelzse                 10       10    1.00   MasterYi
solanine                   10       10    1.00   Vi
vodkaallday                10       10    1.00   Twitch
xThuganomicsx              10       10    1.00   Malzahar
1stflyingpig                9        9    1.00   Twitch
4Downer                     9        9    1.00   Orianna
ADaysPast                   9        9    1.00   Viktor
AJSwifty                    9        9    1.00   Draven
AdmiralAndy                 9        9    1.00   Diana
AnEastMan                   9        9    1.00   Vayne
ArcadeIce                   9        9    1.00   Viktor
Auto1ycus                   9        9    1.00   Mordekaiser
Bossaveli                   9        9    1.00   Lissandra
Burme                       9        9    1.00   Jax
CHALLENGERGARY              9        9    1.00   Warwick
COLzLeaderzLilai            9        9    1.00   Renekton
CocoaMeds                   9        9    1.00   Nautilus
DunkmasterSona              9        9    1.00   Vel'Koz
GodVelkoz                   9        9    1.00   Vel'Koz
Invinciblade                9        9    1.00   Caitlyn
JAMESTRUONG                 9        9    1.00   Caitlyn
JunYaw                      9        9    1.00   Morgana
Mahcok                      9        9    1.00   Garen
McNappy                     9        9    1.00   Vayne
Noodle4Life                 9        9    1.00   Jinx
Overshined                  9        9    1.00   LeBlanc
PlanetUrf                   9        9    1.00   Volibear
RectusAbdominus             9        9    1.00   Kalista
RiVing                      9        9    1.00   Nasus
Sasquatch57                 9        9    1.00   Heimerdinger
Sogeh                       9        9    1.00   Kha'Zix
Stuntburn                   9        9    1.00   Lucian
SuitUpHIMYM                 9        9    1.00   Hecarim
WorstRivenS5                9        9    1.00   Riven
X3N0T3CH                    9        9    1.00   Lux
YungRezo                    9        9    1.00   Warwick
adancingllama               9        9    1.00   Caitlyn
hentailoveryo               9        9    1.00   Annie
nathanltia                  9        9    1.00   JarvanIV
thewonder                   9        9    1.00   Graves
turbokiller69               9        9    1.00   XinZhao
unorthodoxy                 9        9    1.00   Katarina
0811                        8        8    1.00   Skarner
ANCAFESAN                   8        8    1.00   Aatrox
AirDouglass                 8        8    1.00   Lux
Akarichan                   8        8    1.00   Riven
Archangel34                 8        8    1.00   Veigar
Banjoes                     8        8    1.00   Vi
Bizu                        8        8    1.00   Sivir
Brokenmyd1ck                8        8    1.00   Jinx
Bropls                      8        8    1.00   Tristana
BtraNThERooK                8        8    1.00   Malphite
CaptinnObvious              8        8    1.00   Aatrox
CrashNasty820               8        8    1.00   JarvanIV
Cry0F1r3                    8        8    1.00   Aatrox
Dilalla                     8        8    1.00   Tryndamere
DingleBerryPete             8        8    1.00   Hecarim
DrBacca                     8        8    1.00   Vi
Elit3H4x0R                  8        8    1.00   Tristana
ErnestoTO                   8        8    1.00   Ezreal
Fridgeman101                8        8    1.00   LeBlanc
GHETTOCINDERELLA            8        8    1.00   Nautilus
GIRLSTREAMER                8        8    1.00   Jinx
GOOM80                      8        8    1.00   LeBlanc
GrinnBearit                 8        8    1.00   LeBlanc
GundayMonday                8        8    1.00   Trundle
Hool                        8        8    1.00   Rammus
Istfensarion                8        8    1.00   Diana
ItsPrisonTime               8        8    1.00   Sejuani
JamesFrancosSeed            8        8    1.00   Gragas
Kanayu                      8        8    1.00   Swain
Kazumar                     8        8    1.00   Ziggs
Kosm1K                      8        8    1.00   Skarner
Liban                       8        8    1.00   Amumu
Lilowner                    8        8    1.00   Malzahar
LiquidToy                   8        8    1.00   Sivir
MajorBlackup                8        8    1.00   Ashe
MochiLicious                8        8    1.00   Tristana
Narkon3                     8        8    1.00   Graves
Numbtoe                     8        8    1.00   Jinx
OldManEnder                 8        8    1.00   Morgana
Oyp                         8        8    1.00   Riven
PCNguyen                    8        8    1.00   Jinx
Pheonex                     8        8    1.00   Volibear
RajonRondo999               8        8    1.00   Corki
Rigidnmtd                   8        8    1.00   Rammus
ScottyJamoca                8        8    1.00   Morgana
Shaka760                    8        8    1.00   Nautilus
SummonersRiftRaf            8        8    1.00   Kennen
Tease                       8        8    1.00   Vladimir
Turntwig                    8        8    1.00   Gangplank
Voswastick                  8        8    1.00   Draven
XHowardX                    8        8    1.00   Pantheon
YinSuperCloud               8        8    1.00   Lux
assultninja                 8        8    1.00   Shaco
bigslick417                 8        8    1.00   Tryndamere
biomancer211                8        8    1.00   Elise
c9moose                     8        8    1.00   Kalista
cygnus999                   8        8    1.00   Tryndamere
dOtCoM                      8        8    1.00   LeBlanc
deathcrusher22              8        8    1.00   Pantheon
efiend                      8        8    1.00   LeBlanc
jayunit50                   8        8    1.00   Jinx
lMorbidlyOBeast             8        8    1.00   LeBlanc
lyiloveu                    8        8    1.00   Pantheon
majjo0ody                   8        8    1.00   Lissandra
nazlup                      8        8    1.00   MissFortune
o2Gurls1Cupo                8        8    1.00   Swain
ooze                        8        8    1.00   Tryndamere
peaceoutfoo                 8        8    1.00   Jinx
perfumeless36               8        8    1.00   Vayne
tLDMT                       8        8    1.00   Cassiopeia
triprovt2309                8        8    1.00   Kalista
tristankwon                 8        8    1.00   Nidalee
xplazz                      8        8    1.00   Volibear
xsomeasianguyx              8        8    1.00   Orianna
yuiopl                      8        8    1.00   Viktor
1BKMental                   7        7    1.00   Jinx
AlGiedi                     7        7    1.00   Ahri
BHHSK                       7        7    1.00   Heimerdinger
Budderball                  7        7    1.00   Viktor
Bulgaria                    7        7    1.00   Ziggs
CGBorealWIENEr              7        7    1.00   Ziggs
Camx                        7        7    1.00   Swain
Ciaoosu                     7        7    1.00   Jinx
Coldreaper666               7        7    1.00   Sivir
FishyYu                     7        7    1.00   Wukong
Graklax                     7        7    1.00   LeeSin
GreyAndroid                 7        7    1.00   Fizz
Hobbes8                     7        7    1.00   Sejuani
Holaz                       7        7    1.00   Annie
IcedCream                   7        7    1.00   Shaco
ImANoobx                    7        7    1.00   Tryndamere
JACKCCJ                     7        7    1.00   Vayne
Kikzie                      7        7    1.00   Amumu
Kingcon951                  7        7    1.00   Renekton
Knowufearme                 7        7    1.00   Urgot
Kodamallama                 7        7    1.00   Amumu
MarylandsFinest             7        7    1.00   Renekton
Mattolordlights             7        7    1.00   Ezreal
MemorieSlT110795            7        7    1.00   Ahri
MightyGoaT                  7        7    1.00   Maokai
NEWBEEJAMIE                 7        7    1.00   Gangplank
NatDaHat                    7        7    1.00   Anivia
OgHubz                      7        7    1.00   Sion
Ort                         7        7    1.00   TwistedFate
PhillipJohnson              7        7    1.00   LeBlanc
PinoyLife                   7        7    1.00   Aatrox
Prophet2112                 7        7    1.00   Gnar
QueenTami                   7        7    1.00   Vayne, Vi
RAGINGTurtel                7        7    1.00   Darius
ReachSIS                    7        7    1.00   Ahri
SYK0TIC                     7        7    1.00   LeBlanc
Samueluci                   7        7    1.00   Jax
SilverMoonsama              7        7    1.00   Singed
Skorcher007                 7        7    1.00   Sivir
SummonerBeMyName            7        7    1.00   Hecarim
TSINGTAOqt                  7        7    1.00   Fiddlesticks
TheLifeIsSoHard             7        7    1.00   Darius
Tonyboi77                   7        7    1.00   Ezreal
TrukNuts                    7        7    1.00   Yasuo
Tryxilolz                   7        7    1.00   Diana
UNODAT                      7        7    1.00   Graves
curvakoopaa1                7        7    1.00   Orianna
frazzlefried                7        7    1.00   Malphite
gkbluntdaddy                7        7    1.00   Vayne
howaboutyoustfu             7        7    1.00   Hecarim
iMarty                      7        7    1.00   Graves
kingvash                    7        7    1.00   Warwick
mrchima                     7        7    1.00   Tristana
ouchyourballs               7        7    1.00   Amumu
rainSky                     7        7    1.00   Ezreal
shizzle                     7        7    1.00   Graves
steemo                      7        7    1.00   Fizz
supersoniclegen             7        7    1.00   Annie
tristinaisbest              7        7    1.00   Shyvana
windowsmeme                 7        7    1.00   Vayne
yuminar                     7        7    1.00   Irelia
200QBWOJIUAFK               6        6    1.00   LeeSin
8BitMagic                   6        6    1.00   JarvanIV
ActCadenza                  6        6    1.00   Hecarim
Ad0lfSh1tlerr               6        6    1.00   Katarina
Asgaya                      6        6    1.00   Nasus
Bdgr                        6        6    1.00   Fizz
BestTaurenNA                6        6    1.00   Kog'Maw
BiasRabidKoala              6        6    1.00   Ashe
Biotest                     6        6    1.00   Volibear
BobbyFischer                6        6    1.00   Thresh
Boxinin                     6        6    1.00   Riven
BraumsMoustache             6        6    1.00   Blitzcrank
BustnSjokzOpen              6        6    1.00   Olaf
CanYouDigIt                 6        6    1.00   Darius
Chechor                     6        6    1.00   Sion
ChumboBlinx                 6        6    1.00   Diana
DaProfoundMenace            6        6    1.00   Dr.Mundo
Extreme555                  6        6    1.00   Swain
FatalDreaming               6        6    1.00   Rengar
Johnn7                      6        6    1.00   Irelia
Joshiewah                   6        6    1.00   Sejuani
Katieplaysleague            6        6    1.00   Tristana
KingHughes                  6        6    1.00   Lucian
Krelling                    6        6    1.00   Draven
LaTrayvus                   6        6    1.00   Morgana
Leclat                      6        6    1.00   Ezreal
Linkin622                   6        6    1.00   Morgana
MagicDucks                  6        6    1.00   Jinx
Maldriel                    6        6    1.00   Kog'Maw
MasterCyd                   6        6    1.00   Thresh
MedalCount                  6        6    1.00   Jinx
MiGoi                       6        6    1.00   Vayne
Mickey89                    6        6    1.00   Renekton
MoMoCaCa                    6        6    1.00   Vladimir
Mokumoku                    6        6    1.00   Karthus
Mutiny1021                  6        6    1.00   Caitlyn
NashorBot                   6        6    1.00   Lucian
NewportPleasures            6        6    1.00   Caitlyn
NotAFailure                 6        6    1.00   Ezreal
Nyunsuke                    6        6    1.00   Renekton
Pleasecarryme               6        6    1.00   Sejuani
PrinceSkyfire               6        6    1.00   Volibear
PrincessPeaches             6        6    1.00   Shaco
PsychoThrill                6        6    1.00   Cho'Gath
Quadcycle                   6        6    1.00   Wukong
Reggiemundo                 6        6    1.00   LeeSin
ReneeRosemary               6        6    1.00   JarvanIV
Reuthless                   6        6    1.00   Katarina
Sehj                        6        6    1.00   Sion
SexyBoy                     6        6    1.00   Cassiopeia
Silent0Jealousy             6        6    1.00   XinZhao
Skippythefoxx               6        6    1.00   Rumble
SmileJT                     6        6    1.00   Ezreal
SmotpokerTheGod             6        6    1.00   Trundle
TKABBALLERZ                 6        6    1.00   XinZhao
TittyTwistR                 6        6    1.00   Wukong
Trakend                     6        6    1.00   Ahri
Tubzilla                    6        6    1.00   Morgana
TurdyBrogus                 6        6    1.00   Viktor
Venturous                   6        6    1.00   Tryndamere
VguysQuangN                 6        6    1.00   Yasuo
WidowMaker88                6        6    1.00   Warwick
XIJINPINGGG                 6        6    1.00   Riven
XioXio                      6        6    1.00   Zed
XxAsphyxiatedxX             6        6    1.00   Fiddlesticks
XxNikkaDylannxX             6        6    1.00   Singed
Zerohour                    6        6    1.00   Morgana
Zokaido2011                 6        6    1.00   Wukong
acs                         6        6    1.00   Ezreal
biggiesdead                 6        6    1.00   Lux
discardme                   6        6    1.00   Wukong
eliteranger26               6        6    1.00   Ahri
hamday                      6        6    1.00   Caitlyn
iSolohim                    6        6    1.00   Caitlyn
lsmjianjian                 6        6    1.00   Alistar
majestiic                   6        6    1.00   Hecarim
ooxxchen                    6        6    1.00   Sion
overcastr                   6        6    1.00   Zed
owlcatpig                   6        6    1.00   LeeSin
reckisboss                  6        6    1.00   Lucian
rigo2336                    6        6    1.00   Draven
slythe                      6        6    1.00   Sejuani
theGNARcissist              6        6    1.00   Shyvana
thebestendlifeNA            6        6    1.00   Nasus
thebowlingking              6        6    1.00   Akali
verryjerry95                6        6    1.00   Sona
1234567890hh                5        5    1.00   Jinx
420SpergLord                5        5    1.00   Sivir
4Rensky                     5        5    1.00   Diana
AKBoxxster                  5        5    1.00   Garen
Alana                       5        5    1.00   Annie
BRONZEASFUK                 5        5    1.00   Cho'Gath
Bloodyman007                5        5    1.00   Lissandra
Bondorrno                   5        5    1.00   Graves
CJEntusSFU                  5        5    1.00   Fiora
Chaungabor                  5        5    1.00   Warwick
ChoboPuffs                  5        5    1.00   XinZhao
Chuche002                   5        5    1.00   Thresh
DHK92                       5        5    1.00   Ezreal
DrakeDucaine                5        5    1.00   Darius
DylanLiu0801                5        5    1.00   Nasus
EmperorEzreal               5        5    1.00   Sivir
EvilHeroes                  5        5    1.00   Elise
FFXIIISnow                  5        5    1.00   Graves
FZ623                       5        5    1.00   Irelia
FireParadise                5        5    1.00   Yasuo
FucYou                      5        5    1.00   Nautilus
GhettoJedi                  5        5    1.00   Nasus
Givemepenta                 5        5    1.00   Ezreal
GreatExample                5        5    1.00   Zed
Grim37                      5        5    1.00   Zac
GuttsO                      5        5    1.00   Aatrox
HillbillyDeluxe             5        5    1.00   Gangplank
HngryHngryHippo             5        5    1.00   Lux
JUNLIN                      5        5    1.00   Leona
KGaNsiL                     5        5    1.00   Tristana
KhuubearSMURFED             5        5    1.00   Nasus
LeagueLyfe                  5        5    1.00   Lucian
Leon1194                    5        5    1.00   Malphite
Lorenzorro                  5        5    1.00   Ezreal
LosBallZach                 5        5    1.00   Sivir
MajorJoseph                 5        5    1.00   Pantheon
Mezmeryze                   5        5    1.00   Heimerdinger
MrUngelivable               5        5    1.00   Fizz
NoriTheWonderous            5        5    1.00   Lucian
NuCoFFe                     5        5    1.00   Leona
Plomen                      5        5    1.00   Amumu
PredatorOnline              5        5    1.00   Veigar
RabidR0b                    5        5    1.00   Diana
ReddCyclone                 5        5    1.00   Sejuani
RespectLeCane               5        5    1.00   Cho'Gath
Rikey916                    5        5    1.00   Graves, Sona
Roku                        5        5    1.00   Veigar
Sentress                    5        5    1.00   Nasus
SkyDragonI                  5        5    1.00   Lulu
Snatchd                     5        5    1.00   Vel'Koz
SodomyAllStar               5        5    1.00   Vi
Soebr                       5        5    1.00   Jinx
SonicRingz                  5        5    1.00   Ahri
Sormuusxan                  5        5    1.00   Pantheon
SpitInMyMouthBro            5        5    1.00   Ashe
Syphene                     5        5    1.00   Thresh
TooOverPower                5        5    1.00   Wukong
Treycon                     5        5    1.00   Braum
VickyMae                    5        5    1.00   Lux
WHOMHEART                   5        5    1.00   Leona
WhiteMushroom               5        5    1.00   Rumble
Wiredex                     5        5    1.00   Udyr
Wmkwood                     5        5    1.00   Kalista
Zanwa                       5        5    1.00   Cho'Gath
Zhyre                       5        5    1.00   Hecarim
awildmagicarp               5        5    1.00   Skarner
billupsn                    5        5    1.00   Renekton
byakuyapart2                5        5    1.00   Sona
deerhorn                    5        5    1.00   Amumu
efpiepie                    5        5    1.00   JarvanIV
huichan                     5        5    1.00   JarvanIV
kmm                         5        5    1.00   Blitzcrank
laodiejiayou                5        5    1.00   Vayne
lightknife101               5        5    1.00   Zed
morpheus29                  5        5    1.00   Ziggs
nanahama                    5        5    1.00   Volibear
qcMILLEN                    5        5    1.00   Ezreal
rob840                      5        5    1.00   Udyr
uglyrat711                  5        5    1.00   Yasuo
walshi4life                 5        5    1.00   Ahri
watcomroad                  5        5    1.00   Thresh
xjawz                       5        5    1.00   Malphite
0078333                     4        4    1.00   Thresh
4H432J                      4        4    1.00   Nautilus
5TimesOver                  4        4    1.00   JarvanIV
AchoFamily                  4        4    1.00   Leona
AtsumoriMusashi             4        4    1.00   LeBlanc
BESAnnyong                  4        4    1.00   Sion
Bawz2yachin                 4        4    1.00   Leona
BeyondTone                  4        4    1.00   Shen
BrokenNintendo              4        4    1.00   Jinx
Brom14                      4        4    1.00   Thresh
CookieCrispers              4        4    1.00   Kayle
CptKillit                   4        4    1.00   Diana
Cut4Pobelter                4        4    1.00   Nasus
Deaconslovesboys            4        4    1.00   Maokai
DivinexWrath                4        4    1.00   Garen
Epouvante                   4        4    1.00   Varus
EvilBbballs                 4        4    1.00   Udyr
EyeforanEye                 4        4    1.00   Nautilus
FEEDandKS                   4        4    1.00   Nasus
FHQJacky                    4        4    1.00   Fiora
Faelorn                     4        4    1.00   Nocturne
FastLikeTurtle              4        4    1.00   Vladimir
Halchest                    4        4    1.00   Thresh
HiredNoob                   4        4    1.00   Orianna
IAmBabyBeluga               4        4    1.00   Ezreal
ICEFIRET                    4        4    1.00   Caitlyn
ImEnglishNoGood             4        4    1.00   Zed
ImWoozy                     4        4    1.00   Leona
Ipeedproperly               4        4    1.00   Zilean
ItsRoddawg                  4        4    1.00   Thresh
Juntz                       4        4    1.00   Teemo
KingKongKiesha              4        4    1.00   LeeSin
KingpinRemo                 4        4    1.00   Elise
LIGHTNINGxBLADEZ            4        4    1.00   Sona
LadiesMan2013               4        4    1.00   Sona
Laurine                     4        4    1.00   Udyr
LoGicaLll                   4        4    1.00   Malphite
LordofWinterfel             4        4    1.00   Nasus
LucNeesby                   4        4    1.00   LeBlanc
MIDTOPJGorAFK               4        4    1.00   Nasus
ManRider                    4        4    1.00   Sion
MigetAtArms                 4        4    1.00   Morgana
MrShankerton                4        4    1.00   Graves
Neutronix                   4        4    1.00   Tristana
NewPlayer0001               4        4    1.00   Blitzcrank
Omehia                      4        4    1.00   Leona
Ovechkong                   4        4    1.00   Wukong
Pesando                     4        4    1.00   MissFortune
PeterDong                   4        4    1.00   Taric
PythonOLove                 4        4    1.00   Warwick
RampageJinx                 4        4    1.00   Darius
Reckonsile                  4        4    1.00   Caitlyn
RenzeII                     4        4    1.00   Yasuo
Riho                        4        4    1.00   Xerath
SASR                        4        4    1.00   Caitlyn
SneakierSnake               4        4    1.00   Vi
TRL                         4        4    1.00   Fizz
Thenextnova                 4        4    1.00   Garen
TonyelTigre21               4        4    1.00   Nautilus
Vuddah                      4        4    1.00   Vi
XTartarosX                  4        4    1.00   Zac
XxSAiiNTxX                  4        4    1.00   Morgana
ark1235                     4        4    1.00   Annie
bigrey                      4        4    1.00   Poppy
cylek                       4        4    1.00   Caitlyn
dacheepono                  4        4    1.00   Corki
dathass                     4        4    1.00   Maokai
dravengarn                  4        4    1.00   Wukong
elcon1989                   4        4    1.00   Blitzcrank
gamebrain64                 4        4    1.00   Vladimir
iSeeStarz                   4        4    1.00   Jinx
imcae                       4        4    1.00   Ashe
junker1990                  4        4    1.00   Ashe
kTFrost                     4        4    1.00   Irelia
kdchaoren                   4        4    1.00   Caitlyn
kiwi01                      4        4    1.00   Leona
leviownz                    4        4    1.00   Skarner
nesster13                   4        4    1.00   Jinx
nightmarishly67             4        4    1.00   Janna
notmymama                   4        4    1.00   Varus
pinkmemory                  4        4    1.00   Fiddlesticks
saike23                     4        4    1.00   Sivir
showerbeers                 4        4    1.00   Vi
trigganox                   4        4    1.00   Leona
unruralparify20             4        4    1.00   Vel'Koz
williamtan                  4        4    1.00   Tristana
woodyy                      4        4    1.00   Nasus
xArmaDyne                   4        4    1.00   Graves
ANUZI                       3        3    1.00   Vel'Koz
Akubakemono                 3        3    1.00   MasterYi
AlexTheChief                3        3    1.00   Morgana
ArthasArthas                3        3    1.00   Vayne
Bast10n                     3        3    1.00   LeeSin
Blazelyn                    3        3    1.00   Ahri
CapteemoNA                  3        3    1.00   Graves
DamnSexypu                  3        3    1.00   Sona
DatBoooty                   3        3    1.00   Lucian
DrR055                      3        3    1.00   Sejuani
DrunkSupportGod             3        3    1.00   Thresh
Freakseeka                  3        3    1.00   Warwick
GabySensei                  3        3    1.00   Sona
Getmycarry                  3        3    1.00   Ahri
HonestAbee                  3        3    1.00   Graves
HowsMyKiting                3        3    1.00   Shaco
ICESICKLE562                3        3    1.00   Blitzcrank
Ithrowkittenz               3        3    1.00   Fiddlesticks
Ivo3                        3        3    1.00   Nidalee
Jack12234                   3        3    1.00   Malphite
JoeToDaMax                  3        3    1.00   Riven
Johnnythefatkid             3        3    1.00   LeeSin
Kindaasian                  3        3    1.00   Thresh
LevelImpossible             3        3    1.00   XinZhao
LoGicMountain               3        3    1.00   Vayne
LoliHatePizza               3        3    1.00   Teemo
LooksTooGood                3        3    1.00   Rek'Sai
LostAttache                 3        3    1.00   Gangplank
